datetime,text,cleaned_text,sentiment,sentiment_value
2023-02-11 14:34:00+00:00,@FinMinIndia @GST_Council @Infosys_GSTN @gsthelpline   The GST council needs consideration for replacement of hard copy of appeal documents with online submission of appeal documents.  The appeal authority office  is always not near the territory of the registered taxpayer.,gst council needs consideration replacement hard copy appeal documents online submission appeal documents appeal authority office always near territory registered taxpayer,Neutral,-0.0258
2023-02-11 15:37:00+00:00,"How many years we are lagging to foreign countries? Although Indian economy is at 5th place in the world, yet if Dow Jones and Nasdaq sneeze in late evening then all world follow the suit.",many years lagging foreign countries although indian economy th place world yet dow jones nasdaq sneeze late evening world follow suit,Negative,-0.2732
2023-02-11 15:46:00+00:00,"This is frauder jaspreet singh, GST no 07EWSPS4864N1Z9",frauder jaspreet singh gst ewspsnz,Neutral,0.0
2023-02-11 16:58:00+00:00,@BSBommai  when will have brake for this kind of stupid work? What is the use of your effort collecting more #GST month after month?,brake kind stupid work use effort collecting month month,Neutral,0.0
2023-02-11 17:10:00+00:00,#Nifty Event Day high low is most important level for stock/index.  Budget day high is 17972.. Expecting good movement after only strong breakout above it.,event day high low important level stockindex budget day high expecting good movement strong breakout,Positive,0.7096
2023-02-11 17:43:00+00:00,When did I say GST as a system is bad? Please read my messages again,say gst system bad please read messages,Negative,-0.296
2023-02-11 18:14:00+00:00,"To Have Best Partner in Starting Your Start-up/Business, DiaL Business HelpLine or visit at https://gst-income-tax-practitioner-arpit-agrawal.business.site/ 👨‍💻👍🏼 @ GST & Income TAX Practitioner Arpit Agrawal https://www.instagram.com/p/CoiCMzhysHL/?igshid=YTgzYjQ4ZTY=",best partner starting startupbusiness dial business helpline visit 👨‍💻👍🏼 gst income tax practitioner arpit agrawal,Positive,0.6369
2023-02-11 18:24:00+00:00,"Arts students from Government College of Arts, Science & Commerce, Sanquelim visited the Museum for their Museology paper.",arts students government college arts science commerce sanquelim visited museum museology paper,Neutral,0.0
2023-02-11 18:41:00+00:00,"So basically twitter doesn't know anything about the Indian economy, most people don't even pay for Netflix and even their most expensive plan is cheaper than this. ""Limited time offer ₹900/month"" lmao",basically twitter doesnt know anything indian economy people dont even pay netflix even expensive plan cheaper limited time offer ₹month lmao,Positive,0.51
2023-02-11 18:54:00+00:00,"We can only hope for.   In Pakistan, only a few mouthpiece Corrupts would be in such positions who even don't what their portfolios are..  #IndianEconomy",hope pakistan mouthpiece corrupts would positions even dont portfolios,Positive,0.4404
2023-02-11 20:46:00+00:00,"@OfficialGescom Sir/Madam, 🙏, No Current RR-103347         9972337986                    Ward Number-49 More than 1 hour now, Behind GST Office, Railway Station Main Gate GULBARGA, Senior Citizen's & small children at home 🏡, your Kind Attention/Action will be Appreciated",sirmadam 🙏 current rr ward number hour behind gst office railway station main gate gulbarga senior citizens small children home 🏡 kind attentionaction appreciated,Positive,0.7906
2023-02-12 00:51:00+00:00,"Life is full of surprises & so are roads of Madurai 😤potholes everywhere,pathetic road maintenance,dusty commute,snail pace improvements etc.  Option A: Hospital bills + GST Option B: Vehicle maintenance + GST Option C: all of the above + Stress😓 @city_madurai @mduroads",life full surprises roads madurai 😤potholes everywherepathetic road maintenancedusty commutesnail pace improvements etc option hospital bills gst option b vehicle maintenance gst option c stress😓,Negative,-0.34
2023-02-12 01:56:00+00:00,Talking about waste  public money after retiring while ignoring   the same while in the saddle. Veterans should discuss the merits of ends where the defense budget is utilized.,talking waste public money retiring ignoring saddle veterans discuss merits ends defense budget utilized,Negative,-0.3182
2023-02-12 04:48:00+00:00,Wealth distribution vs GST contribution! #stockmarkets #trading #investing #india #nse #bse #nifty50 #marketpsychology #Motivation #OptionsTrading #usmarket #sebi #Budget2023 #taxation #india #wealth #gst,wealth distribution vs gst contribution,Positive,0.4939
2023-02-12 06:03:00+00:00,Modiji moved Indian Economy from world's 3rd position to 5th. What an #idi0tPM?  #AdaniScam2023,modiji moved indian economy worlds rd position th,Neutral,0.0
2023-02-12 06:23:00+00:00,I simply say to customer that online payment will have to bear 18% gst. Online transactions dried up after that.,simply say customer online payment bear gst online transactions dried,Neutral,0.0
2023-02-12 06:29:00+00:00,"At the Delhi Pythian Council. Thankyou Shri Sahil Seth ji((IRS) Joint Commissioner |GST, Customs & Narcoticsm l President Pythian games) for having me over and gracing me with this beautiful gesture. Looking forward to doing something wonderful with the association.",delhi pythian council thankyou shri sahil seth jiirs joint commissioner gst customs narcoticsm l president pythian games gracing beautiful gesture looking forward something wonderful association,Positive,0.9169
2023-02-12 07:00:00+00:00,MSME is the backbone of Indian Economy @minmsme @ficci_india @subhrakantpanda @Rajiv_Gandhi,msme backbone indian economy,Neutral,0.0
2023-02-12 07:00:00+00:00,100% true it's worst than demonetization and GST,true worst demonetization gst,Negative,-0.3182
2023-02-12 07:47:00+00:00,Do most online sellers pay GST? Why can't government devise some tech based mechanism to manage that. There is huge sales on daraz only.,online sellers pay gst cant government devise tech based mechanism manage huge sales daraz,Positive,0.2263
2023-02-12 07:53:00+00:00,A Princess Themed Birthday Party at the Radisson Blu GST Road Chennai #birthdayplanner #evemtplanner #weddingplanner #eventdecor,princess themed birthday party radisson blu gst road chennai,Positive,0.4019
2023-02-12 07:57:00+00:00,"Wow what a policy change its your machine isn't working correctly and we have to spare time for it and if we want service at home we have to pay 499+gst ,executive are totally out of mind last time they took my vehicle for service and when the returned my vehicle matt was damaged",wow policy change machine isnt working correctly spare time want service home pay gst executive totally mind last time took vehicle service returned vehicle matt damaged,Positive,0.2023
2023-02-12 07:58:00+00:00,"Proud!We r growing,fact is we are now 2nd higest GST contributors!  More innovation in space of #renewable energy,#carboncredit & leverage to help common issues like Traffic/pollution thro #GreenHydrogen #EVRevolution will help also save exchequer,restoring #GardenCity status.",proudwe r growingfact nd higest gst contributors innovation space energy leverage help common issues like trafficpollution thro help also save exchequerrestoring status,Positive,0.93
2023-02-12 08:28:00+00:00,In The Telangana Legislative Assembly Budget Session Today AIMIM Karwan MLA @kausarmohiuddin Sahab Raised The Issue Of NOC From ASI For Construction of Minority School a And Junior College In a Mustaidpura Karwan. @asadowaisi,telangana legislative assembly budget session today aimim karwan mla sahab raised issue noc asi construction minority school junior college mustaidpura karwan,Neutral,0.0
2023-02-12 08:51:00+00:00,"When he saw GST he might have thought it stands for Great State Tax. Hence, Kerala state tax. Central vihitham illa ennu vicharichu kaanum pavam.",saw gst might thought stands great state tax hence kerala state tax central vihitham illa ennu vicharichu kaanum pavam,Positive,0.6249
2023-02-12 09:45:00+00:00,India: budget handsets - under Rs 8k - share drops sharply below 50% for the first time.,india budget handsets rs k share drops sharply first time,Positive,0.296
2023-02-12 09:56:00+00:00,AIMIM Floor Leader @imAkbarOwaisi Sahab raised the issue of Drug Menace in society in the Telangana legislative assembly budget session. All the medical shops should ensure they adhere to the prescription. @asadowaisi,aimim floor leader sahab raised issue drug menace society telangana legislative assembly budget session medical shops ensure adhere prescription,Negative,-0.1531
2023-02-12 09:58:00+00:00,Before GST there was no concept of tax. Everything was free.,gst concept tax everything free,Positive,0.5106
2023-02-12 10:22:00+00:00,"The sale alone would have been $695m and then add a 17% GST on it but no... Let's continue with Zia's policies of jingoism and artificial moralities, because the ones taking these decisions can easily sit and sip their Black Labels without remorse.",sale alone would add gst lets continue zias policies jingoism artificial moralities ones taking decisions easily sit sip black labels without remorse,Positive,0.2991
2023-02-12 10:41:00+00:00,"Today, @NSUIWestBengal organised a protest in Kolkata against Finance Minister @NSitharaman who has made a mockery of India's future by drastically cutting education budget.  We gifted #Dettol & #Harpic to the FM and demanded to break the Modi Cabinet silence on #AdaniScam",today organised protest kolkata finance minister made mockery indias future drastically cutting education budget gifted fm demanded break modi cabinet silence,Negative,-0.6908
2023-02-12 10:45:00+00:00,"Quad is an informal body without a secretariat, budget, or binding commitments by its members.  This informality has allowed for flexibility and appeals to its members— particularly India: US Senate Foreign Relations Committee report",quad informal body without secretariat budget binding commitments members informality allowed flexibility appeals members— particularly india us senate foreign relations committee report,Positive,0.4404
2023-02-12 10:54:00+00:00,"BENGALURU: Karnataka Chief Minister Basavaraj Bommai said that Karnataka collected more than Rs 6,000 crore in the goods and services tax category in January. According to the Karnataka CM, the state made a record GST collection of Rs 6,085 crore in the month of January.#bijapur",bengaluru karnataka chief minister basavaraj bommai said karnataka collected rs crore goods services tax category january according karnataka cm state made record gst collection rs crore month january,Neutral,0.0
2023-02-12 12:36:00+00:00,Applied for the cancellation of GST Registration vide ARN No. AA1901230368960 Dt. 14.01.2023 & today is 12.02.2023 still status is showing processing....means approx 1month till date no reply from department 🤔 #gst #gstregistration @GST_Council @askGST_GoI,applied cancellation gst registration vide arn aa dt today still status showing processingmeans approx month till date reply department 🤔,Neutral,0.0
2023-02-12 13:44:00+00:00,My supplier gave me debit note for sale return in 21-22. I forgot to add the credit note in gst portal but added in my books. The CA Filed GSTR9C based on portal. Now I find the difference in GSTR9C sale and my books. How to rectify it? Credit note date is expired. Pls advise.,supplier gave debit note sale return forgot add credit note gst portal added books ca filed gstrc based portal find difference gstrc sale books rectify credit note date expired pls advise,Positive,0.6705
2023-02-12 19:49:00+00:00,Lets check your Prime Location in your Budget with Smart Luxury Lifestyle ...,lets check prime location budget smart luxury lifestyle,Positive,0.4019
2023-02-13 01:20:00+00:00,"Taking a dig at Gehlot, Modi said: ""A few days ago, what happened during the Budget session is being discussed all across. I agree that anyone can make a mistake. But this also tells that Congress has no vision and there is no weight left in its words.""   #explorepage #explore",taking dig gehlot modi said days ago happened budget session discussed across agree anyone make mistake also tells congress vision weight left words,Positive,0.2732
2023-02-13 04:06:00+00:00,"Idhar paise taxes mein chale jaate hain. Second, Brasil mein VW sells well. Idhar India mein budget brands bahut hain with which VW is competing.",idhar paise taxes mein chale jaate hain second brasil mein vw sells well idhar india mein budget brands bahut hain vw competing,Positive,0.2732
2023-02-13 04:16:00+00:00,Don't boast for higher collections under GST but you nd2reduce your luxuries&govt.expenditures including unfare welfare schemes2appease well-off under caste/Creed's/regions/religions ReduceGSTrates paid by middle classes as poor gets free,dont boast higher collections gst ndreduce luxuriesgovtexpenditures including unfare welfare schemesappease welloff castecreedsregionsreligions reducegstrates paid middle classes poor gets free,Positive,0.0516
2023-02-13 04:50:00+00:00,India's EV future. It is expected that extraction of Raw lithium to coverting into a battery will start from 2027 and Indian Government may plan to Ban Petrol & Diesel Vehicles by 2035. #electricvehicle #ev #lithium #greenenergy #jammukashmir #indianeconomy #indianstockmarket,indias ev future expected extraction raw lithium coverting battery start indian government may plan ban petrol diesel vehicles,Negative,-0.5574
2023-02-13 05:30:00+00:00,@IndiaPostOffice @_DigitalIndia the server post office for payments and receipt not working each time there is issue govt need to spend on the server iof indian post which the integral part of indian economy need to premature my rd tis hazari  but they server not wrkng @PMOIndia,server post office payments receipt working time issue govt need spend server iof indian post integral part indian economy need premature rd tis hazari server wrkng,Neutral,0.0
2023-02-13 06:57:00+00:00,Ppl do care !!   And this industry is demand elastic so there will be difference!!  Also the cost here is due to the Premiums and Charges charged by MCGM and not due to Developers Profit Margin or Construction Cost !!  Just imagine 28%GST on Cement (essential in Shelter)  !!,ppl care industry demand elastic difference also cost due premiums charges charged mcgm due developers profit margin construction cost imagine gst cement essential shelter,Positive,0.4019
2023-02-13 07:11:00+00:00,"Bajet is important. Dewan Rakyat Malaysia begins its 29-day session today. Normally, budget is presented in October and passed in December. 2023 budget will be presented and passed this session. The total amount may be over RM330 billion. This attracts attention.",bajet important dewan rakyat malaysia begins day session today normally budget presented october passed december budget presented passed session total amount may rm billion attracts attention,Positive,0.5423
2023-02-13 07:12:00+00:00,@GST_Council Sir we have purchased goods from Gujarat in July 2022 and have kept goods in cold storage of Gujrat only. We have paid gst also. Now we want goods in Mumbai? Can you tell us how can we get it here. Transporter want current bill which is not possible as these giods,sir purchased goods gujarat july kept goods cold storage gujrat paid gst also want goods mumbai tell us get transporter want current bill possible giods,Positive,0.1531
2023-02-13 07:39:00+00:00,@vinuvjohn @sooryasindhu  FM #NirmalaSitharaman  accussed in Parliament today 13 Feb that Kerala has not submitted any AG certified claim for GST compensation since 2017. But here many CPM leaders make wild claim!!!!!! Please plan a program highlighting NDA achievements,fm accussed parliament today feb kerala submitted ag certified claim gst compensation since many cpm leaders make wild claim please plan program highlighting nda achievements,Positive,0.3182
2023-02-13 07:44:00+00:00,There would not be much change in the petroleum taxes beyond previously agreed PL limits with no GST.  The imports restrictions and the backlog of imports and payments must be done away with completely by June end and the exchange rate will be market based to manage the demand.,would much change petroleum taxes beyond previously agreed pl limits gst imports restrictions backlog imports payments must done away completely june end exchange rate market based manage demand,Positive,0.1531
2023-02-13 08:09:00+00:00,You may also visit at https://gst-income-tax-practitioner-arpit-agrawal.business.site/ 🧑🏻‍💻👍🏻 @ GST & Income TAX Practitioner Arpit Agrawal https://www.instagram.com/p/ComGfi8Lfxf/?igshid=YTgzYjQ4ZTY=,may also visit 🧑🏻‍💻👍🏻 gst income tax practitioner arpit agrawal,Neutral,0.0
2023-02-13 10:34:00+00:00,"Unfortunately @tnpoliceoffl will never get a official complaint from these people since these are hard earned but tax evaded income  @COPTBM may conduct awareness, if possible along with @IncomeTaxIndia & @GST_Council to educate such #businesses to not evade taxes nor get conned",unfortunately never get official complaint people since hard earned tax evaded income may conduct awareness possible along educate evade taxes get conned,Negative,-0.2292
2023-02-13 12:28:00+00:00,Indian Economy is so bad :   Lamborghini India says: Sold out for rest of the year Audi India says : Aim to treble sales in 2-yrs Porsche India record best ever sales on record Maruti says that it has 5 lakh pending orders.  Courtesy @rishibagree Bad only in mind of Corrupt & Bad,indian economy bad lamborghini india says sold rest year audi india says aim treble sales yrs porsche india record best ever sales record maruti says lakh pending orders courtesy bad mind corrupt bad,Negative,-0.5859
2023-02-13 13:20:00+00:00,Sold out but Indian economy is going down according to Congress 😂,sold indian economy going according congress 😂,Positive,0.4404
2023-02-13 13:57:00+00:00,Modi's harebrained policies like DeMon & botched GST rollout and decl of natl lockdown sans sufficient notice led to crores of migrants rushing to native places by foot & bullock carts carrying Corona virus it spread it to rural areas. Economy regd highest - growth in 40 years!,modis harebrained policies like demon botched gst rollout decl natl lockdown sans sufficient notice led crores migrants rushing native places foot bullock carts carrying corona virus spread rural areas economy regd highest growth years,Positive,0.6249
2023-02-13 14:12:00+00:00,How to earn money from stock market like retail business! #stockmarkets #trading #investing #india #nse #bse #nifty50 #marketpsychology #Motivation #OptionsTrading #usmarket #sebi #Budget2023 #taxation #india #wealth #gst,earn money stock market like retail business,Positive,0.3612
2023-02-13 14:21:00+00:00,Trading Psychology! #stockmarkets #trading #investing #india #nse #bse #nifty50 #marketpsychology #Motivation #OptionsTrading #usmarket #sebi #Budget2023 #taxation #india #wealth #gst,trading psychology,Neutral,0.0
2023-02-13 14:38:00+00:00,I need clarification about why GST officials requiring registered rent agreement compulsorily under MRC Act 1999 as I have notarized rent agreement for 11 months and it's under 12 months and as per sec 16 clause d registration act 1908 no registration is mandatory.@cbic_india,need clarification gst officials requiring registered rent agreement compulsorily mrc act notarized rent agreement months months per sec clause registration act registration mandatory,Positive,0.7717
2023-02-13 15:57:00+00:00,Okati with GST Inkoti with abo,okati gst inkoti abo,Neutral,0.0
2023-02-13 15:59:00+00:00,@AnupamPKher @SonuSood  Believing you both i have paid 25000 to fraud company GST Suvidha Kendra and lost all the money Please stop cheating innocent people of india.,believing paid fraud company gst suvidha kendra lost money please stop cheating innocent people india,Negative,-0.802
2023-02-13 16:13:00+00:00,"Train number 18030, S5 par seat number pata nehi chal raha sir @AshwiniVaishnaw, kya yehi haal Indian Railway ka ya fir aap v Vande Bharat ya flight mein jane ke liye kahenge? We paid fare+gst+servicecharge for our security and comfortable journey....  @RailMinIndia, @RahulGandhi",train number par seat number pata nehi chal raha sir kya yehi haal indian railway ka ya fir aap v vande bharat ya flight mein jane ke liye kahenge paid faregstservicecharge security comfortable journey,Positive,0.743
2023-02-13 16:14:00+00:00,From the below data it is observed that from 1947 to 1991 both China and Indian economy was same & most of the period was ruled by Inc. In 2022 China -14.4 Trillion and India 3.8 Trillion. last 31 years INC  ruled 15 Years and BJP & other 17 years. Now Who can be blamed?,data observed china indian economy period ruled inc china trillion india trillion last years inc ruled years bjp years blamed,Negative,-0.4767
2023-02-13 16:26:00+00:00,How u determine that Indian Economy is declining just by USD INR rate??,u determine indian economy declining usd inr rate,Neutral,0.0
2023-02-13 16:51:00+00:00,"Dear Sir,                I am vikash kumar on date 09.02.2023 , purchase iPhone 13 and we are provide our company GSTIN NO . 07BMSPK8815J2ZC , as per store information my bill generate after 24 hour and our app MY VS but after 3days ,I have not revived GST @VijaySales @VSSupport",dear sir vikash kumar date purchase iphone provide company gstin bmspkjzc per store information bill generate hour app vs days revived gst,Positive,0.3818
2023-02-13 16:58:00+00:00,I APPLIED HOME LOAN IN YEAR 2020 AND BANK SUBMITTED MY PMAY SUBSIDIES DOCUMENTS ON MARCH - 2022. WHEN SUBSIDIES CREDIT IN MY ACCOUNT. ONLINE RESULTS AT STAGE 1. @PMOIndia @narendramodi @narendramodi_in @PMAYUrban @HardeepSPuri @ICICIBank @ICICIBank_Care @ICICIBank_Care,applied home loan year bank submitted pmay subsidies documents march subsidies credit account online results stage,Positive,0.3818
2023-02-13 17:07:00+00:00,"'What you bring when you come to my home?   When you give me when you go from my home?'  Old legend for a person, who think ONLY for SELF  Not sure if Govt charge GST on bills paid at mortuary… do they?",bring come home give go home old legend person think self sure govt charge gst bills paid mortuary…,Positive,0.3182
2023-02-14 02:33:00+00:00,PM Anwar gave his assurance there'll be no reintroduction of broad based consumption tax or GST in the budget 2023 announcement on Feb 24. Also no electricity tariff hikes except for T20 and MNCs while those involved in food security are exempted. It's the first PM  Q&A session👍,pm anwar gave assurance therell reintroduction broad based consumption tax gst budget announcement feb also electricity tariff hikes except mncs involved food security exempted first pm qa session👍,Positive,0.5859
2023-02-14 04:44:00+00:00,"Dr. Poonam Gupta, Director General at @ncaer, will be speaking on the Union Budget 2023-24 at The Research Cell, Department of Economics, Delhi School of Economics, at 3:00 PM today in Amex Room (DSE), along with T K Arun & A K Bhattacharya - moderated by Dr. Mausumi Das.",dr poonam gupta director general speaking union budget research cell department economics delhi school economics pm today amex room dse along k arun k bhattacharya moderated dr mausumi das,Neutral,0.0
2023-02-14 05:52:00+00:00,EV sector must in portfolio Union Budget: #UnionBudget #Budget2023 #BudgetSession #BudgetSpeech #economicsurvey2023 #StockMarket #Investing #Stocks #ShareMarket #EquityMarket #Sensex #BSESensex #StockMarketIndex #IndianStockMarket #StockIndex #NSE #NationalStockExchange,ev sector must portfolio union budget,Neutral,0.0
2023-02-14 05:54:00+00:00,Goa Assembly's five-day Budget session from March 27 @rameshtawadkar https://goaplusnews.com/goa-assemblys-five-day-budget-session-from-march-27/,goa assemblys fiveday budget session march,Neutral,0.0
2023-02-14 13:38:00+00:00,"Panel Discussion on The Union Budget 2023-24 at SNDT Women's University, Mumbai on 16-2-2023 at 11 am.",panel discussion union budget sndt womens university mumbai,Neutral,0.0
2023-02-14 15:43:00+00:00,Sickening tweet.Both the budget & government transparency on Adani issue are vibrating in every common man's thoughts.Your message is not going to give any major reaction,sickening tweetboth budget government transparency adani issue vibrating every common mans thoughtsyour message going give major reaction,Negative,-0.5267
2023-02-14 18:26:00+00:00,Awaiting passage of this bill in this Budget Session of Parliament.,awaiting passage bill budget session parliament,Neutral,0.0
2023-02-15 03:32:00+00:00,"Pandora Paper, White paper and RCI still doesn't solve the high cost of living rakyat hadapi sekarang. Please reduce the groceries price, give better subsidies to the poor and start to do something for rakyat. #cabinetMalaysia #politikmalaysia",pandora paper white paper rci still doesnt solve high cost living rakyat hadapi sekarang please reduce groceries price give better subsidies poor start something rakyat,Positive,0.1301
2023-02-15 06:44:00+00:00,"Not really....Persistent & huge demand,Govt subsidies & favorable contracts, cheap labor & zero risk of violating their IPs is what brings them here",reallypersistent huge demandgovt subsidies favorable contracts cheap labor zero risk violating ips brings,Negative,-0.0516
2023-02-15 07:37:00+00:00,"This is my critique of the tax cuts too - they benefitted non productive consumption, the stock market binge being one example. Subsidies themselves have benefitted consumption oriented lifestyles. So yes, I agree with you on increasing consumption in itself not being the answer.",critique tax cuts benefitted non productive consumption stock market binge one example subsidies benefitted consumption oriented lifestyles yes agree increasing consumption answer,Positive,0.8126
2023-02-15 09:22:00+00:00,#BengalBudget Big announcement on #dearnessallowance in West Bengal budget presented in the state legislative assembly today. DA raised by 3% from March 2023.   State government employees have been demanding DA (Dearness Allowance) at par with central government employees.,big announcement west bengal budget presented state legislative assembly today da raised march state government employees demanding da dearness allowance par central government employees,Positive,0.2732
2023-02-15 16:13:00+00:00,"First reaction against mini budget is Imran Khan arrest,to divert public opinion from mini budget IK has not spoken any word on Mini budget in his speech on U tube Public will criticize PDM on his arrest & on Mini budget Never arrest him , grant him Bail",first reaction mini budget imran khan arrestto divert public opinion mini budget ik spoken word mini budget speech u tube public criticize pdm arrest mini budget never arrest grant bail,Negative,-0.6217
2023-02-15 16:53:00+00:00,"Look at the Telangana Budget 2021 & 2022 for primary education in Telangana.  Also, ask for the CAG report and find out, how much put of the paltry budget they even spent on Primary education.",look telangana budget primary education telangana also ask cag report find much put paltry budget even spent primary education,Neutral,0.0
2023-02-15 17:09:00+00:00,Your tweet is a reaction of mini budget 🤣🤣🤣,tweet reaction mini budget 🤣🤣🤣,Positive,0.8625
2023-02-15 20:30:00+00:00,"Absolutely spot on analysis by @malikafia2021  subsidies should be disbursed through social protection programs for domestic and tax rebates for industries; not via energy bills - only way to ensure accurate targeting. difficult yes , but necessary!",absolutely spot analysis subsidies disbursed social protection programs domestic tax rebates industries via energy bills way ensure accurate targeting difficult yes necessary,Positive,0.5994
2023-02-17 00:41:00+00:00,And Mr Vijayan had the temerity and insensitivity to say that people had accepted the budget and the fuel cess in particular! This fellow is a hypocrite! He speaks with complete contempt for the common man!,mr vijayan temerity insensitivity say people accepted budget fuel cess particular fellow hypocrite speaks complete contempt common man,Negative,-0.6705
2023-02-17 00:43:00+00:00,"A day before Karnataka chief minister Basavaraj Bommai will present the last Budget before the state assembly elections, the Opposition alleged the Bharatiya Janata Party (BJP) failed to fulfil 91% of the 600 promises made in the 2018 Manifesto. #basavarajbommai",day karnataka chief minister basavaraj bommai present last budget state assembly elections opposition alleged bharatiya janata party bjp failed fulfil promises made manifesto,Positive,0.25
2023-02-17 00:55:00+00:00,"Superb Hon'ble Minister. We want a  finance( budget) about our Thoothukkudi District ,a 6 way lane EAST COAST ROAD on  #Thoothukkudi to #Kanyakumari a good tourist spot , seashore, temples and also renewal the ECR RAILWAY projects on the same.@nsitharamanoffc @KanimozhiDMK",superb honble minister want finance budget thoothukkudi district way lane east coast road good tourist spot seashore temples also renewal ecr railway projects,Positive,0.8074
2023-02-17 01:53:00+00:00,An apple disturb my budget today,apple disturb budget today,Negative,-0.4019
2023-02-17 02:50:00+00:00,Unbudgeted  subsidies which had been committed but not paid  for needed to be recognised. Scary to think how this would have panned out if not stopped,unbudgeted subsidies committed paid needed recognised scary think would panned stopped,Negative,-0.4588
2023-02-17 03:32:00+00:00,MCA submitted its budget wishlist to PMX yesterday when the budget will be presented next Friday. Now you know why the party is irrelevant.,mca submitted budget wishlist pmx yesterday budget presented next friday know party irrelevant,Positive,0.4019
2023-02-17 03:44:00+00:00,Selangor Journal | 2023 Budget: Higher Education Ministry hoping for huge allocation to realise digitalisation plan https://selangorjournal.my/2023/02/2023-budget-higher-education-ministry-hoping-for-huge-allocation-to-realise-digitalisation-plan/?utm_source=dlvr.it&utm_medium=twitter,selangor journal budget higher education ministry hoping huge allocation realise digitalisation plan,Positive,0.6249
2023-02-17 03:48:00+00:00,#nifty50 holding above budget day's high can test yesterday's high again.,holding budget days high test yesterdays high,Neutral,0.0
2023-02-17 04:01:00+00:00,"#karnatakabudget2023 today  CM Bommai to present his last state budget today  Infra push, welfare schemes likely. Could be a revenue surplus budget.",today cm bommai present last state budget today infra push welfare schemes likely could revenue surplus budget,Neutral,0.0
2023-02-17 04:03:00+00:00,Telangana looks so prosperous. Damn! Thanks to PM Modi govt for rightly allocating funds in Budget to more deserving states.,telangana looks prosperous damn thanks pm modi govt rightly allocating funds budget deserving states,Positive,0.5106
2023-02-17 04:24:00+00:00,"According to the budget of 2023, from which month the ration beneficiaries will get 5 kg PMGKY rice. @fooddeptgoi @FCSCAssam",according budget month ration beneficiaries get kg pmgky rice,Positive,0.4215
2023-02-17 04:32:00+00:00,#Karnataka CM Basavaraj Bommai to present state #Budget 2023. Bommai to resort to Populist Budget to woo voters and counter #Congress poll promises ahead of assembly polls 2023.  132 out of 339 promises from his maiden budget yet to be fulfilled.,cm basavaraj bommai present state bommai resort populist budget woo voters counter poll promises ahead assembly polls promises maiden budget yet fulfilled,Positive,0.8779
2023-02-17 04:51:00+00:00,"@CMofKarnataka  Best Luck Last Sir, Budget.",best luck last sir budget,Positive,0.802
2023-02-17 05:09:00+00:00,"#karnatakabudget2023 @CMofKarnataka @BSBommai  Mentions Central budget in which state got an allocation of Re7561 crore for railways projects and Rs5,300 crore for Upper Bhadra project.  @XpressBengaluru @AshwiniMS_TNIE",mentions central budget state got allocation crore railways projects rs crore upper bhadra project,Neutral,0.0
2023-02-17 05:10:00+00:00,"The Financial Literacy Event by Dr. G.T. Thiru Arooran,is being conducted for the National Educational Day. The key aspects of financial literacy, including knowing how to create a budget, plan for retirement, manage debt, and track personal spending are covered.",financial literacy event dr gt thiru arooranis conducted national educational day key aspects financial literacy including knowing create budget plan retirement manage debt track personal spending covered,Positive,0.1779
2023-02-17 05:21:00+00:00,Karnataka Budget   CM Announces Ram Mandir construction to be taken up at Ramadevara Betta in Ramanagara.,karnataka budget cm announces ram mandir construction taken ramadevara betta ramanagara,Neutral,0.0
2023-02-17 05:37:00+00:00,Budget Buster active  Suggest me some players please,budget buster active suggest players please,Positive,0.6124
2023-02-17 06:29:00+00:00,Post budget discussion at Bhubaneswar chaired by nirmala sitaraman,post budget discussion bhubaneswar chaired nirmala sitaraman,Neutral,0.0
2023-02-17 06:31:00+00:00,These are footpaths of Sector 4 Kharghar navi mumbai near Axis Bank. Where the amount of Budget is spent by Municipal Corporation,footpaths sector kharghar navi mumbai near axis bank amount budget spent municipal corporation,Neutral,0.0
2023-02-17 06:33:00+00:00,Attending Post Budget Interaction with Mrs Nirmala Sitharaman Ji @nsitharaman organised by @FinMinIndia @IncomeTaxIndia @GST_Council,attending post budget interaction mrs nirmala sitharaman ji organised,Neutral,0.0
2023-02-17 06:49:00+00:00,#KarnatakaBudgetWithTNIE As @BSBommai @CMofKarnataka presents his budget CLP @siddaramaiah who has to his credit presenting 13 budgets keenly going through the copy. @XpressBengaluru @AshwiniMS_TNIE,presents budget clp credit presenting budgets keenly going copy,Positive,0.5574
2023-02-17 07:13:00+00:00,Even better if combined with complete removal of fuel subsidy (and replace with targeted B40 subsidies).,even better combined complete removal fuel subsidy replace targeted b subsidies,Positive,0.4404
2023-02-17 07:15:00+00:00,"Biggest league of world claiming by sons 😂😂😂,now the  PSL budget 🌝😂",biggest league world claiming sons 😂😂😂now psl budget 🌝😂,Positive,0.7783
2023-02-17 07:36:00+00:00,"#Banknifty is weak on compare to other indexes which is making nifty kinda weak . BN has not broken it's budget day high yet , back to 41000",weak compare indexes making nifty kinda weak bn broken budget day high yet back,Negative,-0.6852
2023-02-17 07:45:00+00:00,"#KarnatakaBudgetWithTNIE @INCKarnataka @HKPatilINC ""Disappointing, vision not expressed properly, since this budget is not going to be implemented the credibility is low.Hence people will not take it seriously"" @AshwiniMS_TNIE @XpressBengaluru @santwana99 @ramupatil_TNIE",disappointing vision expressed properly since budget going implemented credibility lowhence people take seriously,Negative,-0.4404
