datetime,text,cleaned_text,sentiment,sentiment_value
2021-02-02 05:13:00+00:00,Public hope and  Reaction after Budget..,public hope reaction budget,Positive,0.4404
2021-02-02 05:32:00+00:00,Yeah too old . . Just 7 years ago. After 2013 indian economy stopped growing except with fake GDP data.   Now With -24% gdp   https://www.thehindu.com/news/national/about-400-million-workers-in-india-may-sink-into-poverty-un-report/article31286609.ece,yeah old years ago indian economy stopped growing except fake gdp data gdp,Negative,-0.2732
2021-02-02 05:49:00+00:00,"The first half of the #BudgetSession will end on Feb 13, two days ahead of the schedule. For many, it's a signal that thr second half too, might end early for the assembly polls.",first half end feb two days ahead schedule many signal thr second half might end early assembly polls,Neutral,0.0
2021-02-02 05:49:00+00:00,India economy Budget 2021 seeing some of its point #Budget2021 #Budget #BudgetSession2021 #Budget202india,india economy budget seeing point,Neutral,0.0
2021-02-02 05:57:00+00:00,#AatmanirbharBharatKaBudget The Budget 2021-22 aims to ease the lives of senior citizens. Senior citizens who are 75 years of age & above and have only pension & interest income are exempted from filing their Income Tax return. #Budget2021,budget aims ease lives senior citizens senior citizens years age pension interest income exempted filing income tax return,Positive,0.6705
2021-02-02 05:57:00+00:00,#AatmanirbharBharatKaBudget The Budget has deepened the gas network in the country. The Ujjwala scheme is extended to cover 1 crore more beneficiaries and an independent gas transport system operator will be set up to facilitate book and transport capacity for all. #Budget2021,budget deepened gas network country ujjwala scheme extended cover crore beneficiaries independent gas transport system operator set facilitate book transport capacity,Positive,0.4215
2021-02-02 06:08:00+00:00,The margin of safety is always dependent on the price paid. #BizIdiotism #Bitcoin #ElonMusk #IndianStockMarket #IndianNews #IndianEconomy #BusinessNews #IndianBusiness #Investors #Investment #BusinessLeader #BusinessTycoon #Mumbai #Bengaluru #NewDelhi #BusinessOwner,margin safety always dependent price paid,Positive,0.4215
2021-02-02 06:09:00+00:00,"High risk, in other words, comes primarily with high prices.#BizIdiotism #Bitcoin #ElonMusk #IndianStockMarket #IndianNews #IndianEconomy #BusinessNews #IndianBusiness #Investors #Investment #BusinessLeader #BusinessTycoon #Mumbai #Bengaluru #NewDelhi #BusinessOwner",high risk words comes primarily high prices,Negative,-0.2732
2021-02-02 06:12:00+00:00,"#Budget2021 : In a big boost, road transport and highways ministry receives its highest allocation ever in Union Budget https://www.financialexpress.com/budget/budget-2021-in-a-big-boost-road-transport-and-highways-ministry-receives-its-highest-allocation-ever-in-union-budget/2185095/ via NaMo App",big boost road transport highways ministry receives highest allocation ever union budget via namo app,Positive,0.4019
2021-02-02 06:12:00+00:00,"हरिओम  Budget 2021: In a big boost, road transport and highways ministry receives its highest allocation ever in Union Budget https://www.financialexpress.com/budget/budget-2021-in-a-big-boost-road-transport-and-highways-ministry-receives-its-highest-allocation-ever-in-union-budget/2185095/  via NaMo App",हरिओम budget big boost road transport highways ministry receives highest allocation ever union budget via namo app,Positive,0.4019
2021-02-02 06:12:00+00:00,"#UnionBudget2021 #BudgetSession2021 @PMOIndia @nsitharaman "" Faith is the bird that feels the light And sings when the dawn is still dark""  Union budget key highlights",faith bird feels light sings dawn still dark union budget key highlights,Positive,0.4215
2021-02-02 06:14:00+00:00,"Budget 2021: In a big boost, road transport and highways ministry receives its highest allocation ever in Union Budget https://www.financialexpress.com/budget/budget-2021-in-a-big-boost-road-transport-and-highways-ministry-receives-its-highest-allocation-ever-in-union-budget/2185095/ via NaMo App",budget big boost road transport highways ministry receives highest allocation ever union budget via namo app,Positive,0.4019
2021-02-02 06:16:00+00:00,"हरि हरि हरिओम  Union Budget 2021: Healthcare industry welcomes increased budget allocation for health, well-being https://www.financialexpress.com/budget/union-budget-2021-healthcare-industry-welcomes-increased-budget-allocation-for-health-well-being/2184186/  via NaMo App",हरि हरि हरिओम union budget healthcare industry welcomes increased budget allocation health wellbeing via namo app,Positive,0.5859
2021-02-02 06:30:00+00:00,"Read Eco Times today article ##compared to Nimmo Budget 2021 saving India , looking forward to the economic win spread over the next couple of years",read eco times today article nimmo budget saving india looking forward economic win spread next couple years,Positive,0.5859
2021-02-02 06:35:00+00:00,The Budget is set to bring numerous positive changes in several sectors. Glance through some of the major takeaways from the Union Budget 2021-2022. #AatmaNirbharBharatKaBudget #Budget2021,budget set bring numerous positive changes several sectors glance major takeaways union budget,Positive,0.5574
2021-02-02 06:35:00+00:00,"How will the Union Budget 2021-22, tabled yesterday by Finance Minister @nsitharaman, help in ease of doing business? Take a look to find out! #AatmaNirbharbharatKaBudget #Budget2021",union budget tabled yesterday finance minister help ease business take look find,Positive,0.6369
2021-02-02 06:36:00+00:00,"What is in store for Road Infrastructure, R&D, and Infrastructure Financing & Asset Monetization in the Union Budget 2021-2022 tabled yesterday by Hon'ble FM @nsitharaman. Take a look to know! #AatmaNirbharBharatKaBudget #Budget2021",store road infrastructure rd infrastructure financing asset monetization union budget tabled yesterday honble fm take look know,Positive,0.3612
2021-02-02 06:37:00+00:00,The present budget has disappointed at large to common citizens of india and has been dedicated to farmers and industrialists. Govt is now set to sell its assets to gain capital.,present budget disappointed large common citizens india dedicated farmers industrialists govt set sell assets gain capital,Positive,0.6124
2021-02-02 06:37:00+00:00,Union Budget 2021: FM Nirmala Sitharaman announces Rs 2.87 lakh-crore outlay for Jal Jeevan Mission https://www.financialexpress.com/budget/union-budget-2021-fm-nirmala-sitharaman-announces-rs-2-87-lakh-crore-outlay-for-jal-jeevan-mission/2183949/ via NaMo App,union budget fm nirmala sitharaman announces rs lakhcrore outlay jal jeevan mission via namo app,Neutral,0.0
2021-02-02 06:41:00+00:00,Analysing Budget 2021 ! Thanks MYRJ Niketaa MY FM  #budget2021 #budget #financenews #finance #budgetanalysis #indianeconomy #businessnews #startupnews #nirmalasitharaman #sensex #nifty50 #businessgrowth #taxes #msme #infrastructure #investors,analysing budget thanks myrj niketaa fm,Positive,0.4404
2021-02-02 06:41:00+00:00,Highlights of Union Budget 2021 https://saycheezeee.blogspot.com/2021/02/highlights-of-union-budget-2021.html #Budget2021 #Budget #BudgetSession2021 #NirmalaSitharaman #IncomeTax #UnionBudget2021 #UnionBudget #unionbuget2021,highlights union budget,Neutral,0.0
2021-02-02 06:49:00+00:00,Budget reactions by  state and  central government employees.,budget reactions state central government employees,Neutral,0.0
2021-02-02 06:56:00+00:00,Reaction of a individual tax payer after knowing that the tax slabs aren't changed in yesterday's Budget.  😂😂🤣🤣,reaction individual tax payer knowing tax slabs arent changed yesterdays budget 😂😂🤣🤣,Positive,0.9042
2021-02-02 07:04:00+00:00,"Union Budget 2021: Govt to add 1 crore new beneficiaries under Ujjwala scheme, aims at bringing 100 new districts in CNG city gas project https://www.financialexpress.com/budget/union-budget-2021-govt-to-add-1-crore-new-beneficiaries-under-ujjwala-scheme-aims-at-bringing-100-new-districts-in-cng-city-gas-project/2184053/  via NaMo App",union budget govt add crore new beneficiaries ujjwala scheme aims bringing new districts cng city gas project via namo app,Positive,0.4215
2021-02-02 07:05:00+00:00,Anti student budget.  Bakt never support education.   #Budget2021 #education #Budget,anti student budget bakt never support education,Negative,-0.5511
2021-02-02 07:09:00+00:00,"Namaskar 🙏 Union/State Budgets are never for public.  People in power prepare budgets keeping in mind the expected Vote Bank ROI, just like any business house who prepare budgets to maximize their returns,  not to give additional benefits to their consumers.  🍁जय श्री कृष्णा ☘",namaskar 🙏 unionstate budgets never public people power prepare budgets keeping mind expected vote bank roi like business house prepare budgets maximize returns give additional benefits consumers 🍁जय श्री कृष्णा ☘,Positive,0.6249
2021-02-02 07:16:00+00:00,India sold in one Budget! #Budget2021 @nsitharaman @PChidambaram_IN #NirmalaSitharaman #FinanceMinister @Folitically,india sold one budget,Neutral,0.0
2021-02-02 07:19:00+00:00,"In an article published in #ZeeBusiness, Mr Prasoon Chauhan shared his views on the recent announcement of the #UnionBudget2021.   To read further, use link https://cutt.ly/okaxAn7 #buget2021 #realestate #zeenews #zeebusiness #indiabudget #financeminister #nirmalasitaraman",article published mr prasoon chauhan shared views recent announcement read use link,Positive,0.34
2021-02-02 07:23:00+00:00,Economic Survey-2021 key points: . . . . . . . . . . . . . . #apsc #assamequeen #assamcrirket #assamese #axomiya @himantabiswa @Nabaprajanma #Guwahati #jorhat #AtmaNirbharBharatKaBudget #dibrugarh #BB14 #ColorsTv #SALMANKHAN #IndianIdol2021 #NehaKakkar #tuesdaymotivations,economic survey key points,Neutral,0.0
2021-02-02 07:24:00+00:00,"Yesterday's budget was a false promise.There is no similarity with reality.Those of you who are investing in the market, be careful. The day an economist presents a budget, the Sensex-Nifty will be like India's GDP (- 23.9%). #UnionBudget2021 #Sensex #Nifty",yesterdays budget false promisethere similarity realitythose investing market careful day economist presents budget sensexnifty like indias gdp,Positive,0.4767
2021-02-02 07:26:00+00:00,Break:   Opposition parties ask timing of pRez address reply to be increased from 10 hours to 15 hours so that they can raise farmers issue #BudgetSession,break opposition parties ask timing prez address reply increased hours hours raise farmers issue,Positive,0.5859
2021-02-02 07:56:00+00:00,"Though there is increased demand for MGNREGA, FY 22 budget cuts allocations to MGNREGA & food subsidy.  It is not comforting that the government failed to address the extreme vulnerabilities faced by India's Informal Sector and Migrant workers.  #DhokhebaazBudget",though increased demand mgnrega fy budget cuts allocations mgnrega food subsidy comforting government failed address extreme vulnerabilities faced indias informal sector migrant workers,Negative,-0.4754
2021-02-02 07:57:00+00:00,Followed the Union Budget 2021-22 closely? Can you choose the right option for this question? Tell us your answers in the comments below! #AatmaNirbharBharatKaBudget #Budget2021 https://nitter.net/mygovindia/status/1356507416431456256/photo/1,followed union budget closely choose right option question tell us answers comments,Neutral,0.0
2021-02-02 08:07:00+00:00,Shared My Opinions With NTV on Agri Cess Tax Over Petrol & Diesel in Union Budget 2021 #UnionBudget2021 @nsui,shared opinions ntv agri cess tax petrol diesel union budget,Positive,0.34
2021-02-02 08:11:00+00:00,#Education #suffers in the Union Budget 2021 that too in the time when we are one of the youngest country in the world who needs quality education to prepare the youth for tomorrow! @DrRPNishank @AshokChoudhaary,union budget time one youngest country world needs quality education prepare youth tomorrow,Neutral,0.0
2021-02-02 08:13:00+00:00,Never witnessed such a highly amplified and otiose budget! Patriotic Sensex boomed with the slogans of Tagore! Saheb's Acche din is taking us from India shall to India sale! Hats off to Visionary Sellers! #Budget2021,never witnessed highly amplified otiose budget patriotic sensex boomed slogans tagore sahebs acche din taking us india shall india sale hats visionary sellers,Positive,0.5267
2021-02-02 08:17:00+00:00,Why has no1 spoken about the cut in EDUCATIION BUDGET in #Budget2021 ???? For #BJP AND #Modi Education has never been imp cos if people are educated den dey will see thru der intentions. Aint it???,spoken cut educatiion budget education never imp cos people educated den dey see thru der intentions aint,Negative,-0.2732
2021-02-02 08:26:00+00:00,Budget 2021: 'GST Proposals: YOU TUBE VIDEO on Union Budget 2021 on 'GST. Link: https://piped.video/tI8YhKLQ_5M,budget gst proposals tube video union budget gst link,Neutral,0.0
2021-02-02 08:38:00+00:00,Post budget session with RSI 3 Queen 😃😇,post budget session rsi queen 😃😇,Positive,0.6705
2021-02-02 08:45:00+00:00,We want see a question and ans session for about what pappu has understood about budget from him only.,want see question ans session pappu understood budget,Positive,0.0772
2021-02-02 09:08:00+00:00,TRS Party seems to have surrendered to PM Modi.  First-U Turn on farm bill. Second-Support in Parliament  Third-No budget reaction now,trs party seems surrendered pm modi firstu turn farm bill secondsupport parliament thirdno budget reaction,Positive,0.4019
2021-02-02 09:15:00+00:00,"#Budget2021, Key derivatives impacting Retail  ""From a directional perspective, the budget has maintained its focus on inclusive development for aspirational India, through agricultural sector reforms and infrastructure development.",key derivatives impacting retail directional perspective budget maintained focus inclusive development aspirational india agricultural sector reforms infrastructure development,Neutral,0.0
2021-02-02 09:24:00+00:00,About bringing Rs. 5976 CR for Metro Phase 2 in the Union Budget @nitin_gadkari Congratulations from the bottom of my heart.,bringing rs cr metro phase union budget congratulations bottom heart,Positive,0.8442
2021-02-02 09:31:00+00:00,S&P Global Ratings on Tuesday said India's budget for the next fiscal is an effort of the government to shore up economic recovery @SPGlobalRatings,sp global ratings tuesday said indias budget next fiscal effort government shore economic recovery,Neutral,0.0
2021-02-02 09:34:00+00:00,Knowledge hai #BudgetSession2021 #BudgetSession ya bas hawa me tir mar rahe ho???,knowledge hai ya bas hawa tir mar rahe ho,Neutral,0.0
2021-02-02 09:38:00+00:00,"#YVReddy '12 Month Budget' presentation sounded like Nostrodomous' long term predictions largely based on JMKeynesian's '37/'45 assumptions on his Theory of Employment. So let d fiscal deficit remain at 9.5%,if ever-changing  national/global reality could be controlled prudently.",month budget presentation sounded like nostrodomous long term predictions largely based jmkeynesians assumptions theory employment let fiscal deficit remain everchanging nationalglobal reality could controlled prudently,Negative,-0.0516
2021-02-02 09:42:00+00:00,"It is the most transparent budget. Overall the budget announcements are visionary,futuristic,supply side & growth oriented. Increase in the capital expenditure is a move for building India of the Future ~Robin Banerjee, Chair CII WR SC on Finance & Taxation &MD  #CAPRIHANS India",transparent budget overall budget announcements visionaryfuturisticsupply side growth oriented increase capital expenditure move building india future robin banerjee chair cii wr sc finance taxation md india,Positive,0.5994
2021-02-02 09:50:00+00:00,"I write this short note on the union budget and the Indian urban expectations. How were these belied. Budget 2021: Where Are the Smart Cities and Urban Employment Guarantee, FM and PM? https://www.newsclick.in/Budget-2021-Smart-Cities-Urban-Employment-Guarantee-FM-PM",write short note union budget indian urban expectations belied budget smart cities urban employment guarantee fm pm,Positive,0.5719
2021-02-02 09:53:00+00:00,"The session before budget (Friday -  Jan 29), #Sensex was 46,285.",session budget friday jan,Neutral,0.0
2021-02-02 10:03:00+00:00,Yes you @Swamy39 are accurate. The minioness has after all no brain or hand to use in making this dirty budget- it is by PMO and many Officer and RBI minions of you know who. That is the contemptible level policy and discourse has gone into in demonetised India or sorry BHARAT!,yes accurate minioness brain hand use making dirty budget pmo many officer rbi minions know contemptible level policy discourse gone demonetised india sorry bharat,Neutral,0.0258
2021-02-02 10:04:00+00:00,Top ministers of govt in a meeting with PM #BudgetSession,top ministers govt meeting pm,Positive,0.2023
2021-02-02 10:05:00+00:00,To Join Us @msflIndia #YouTubeLive session on Decoding Union Budget 2021 - Strategy For Markets Post Budget,join us session decoding union budget strategy markets post budget,Positive,0.296
2021-02-02 10:15:00+00:00,"Worried about Govt's plan of borrowing ₹ 12 trillion to finance #Fiscaldeficit , don't be. India's debt to GDP ratio is one of the lowest among large economies.",worried govts plan borrowing ₹ trillion finance dont indias debt gdp ratio one lowest among large economies,Negative,-0.3999
2021-02-02 10:41:00+00:00,"""In our first year itself, we raised the budget of education from 5000 crores to 10000 crores, 100% bigger.  In the first budget in the first year, we showed that education is important for us "":. @ArvindKejriwal",first year raised budget education crores crores bigger first budget first year showed education important us,Positive,0.2023
2021-02-02 10:47:00+00:00,"The tax incentives announced for #Gujarat International #Finance Tech (GIFT) IFSC City in the Union Budget will facilitate setting up of a world class fintech hub in Gujarat ~ Abhay Pitale, Partner,Tax & Regulatory Services @BDOIND addr at CII Post Budget Analysis Ses @CIIEvents",tax incentives announced international tech gift ifsc city union budget facilitate setting world class fintech hub gujarat abhay pitale partnertax regulatory services addr cii post budget analysis ses,Positive,0.6369
2021-02-02 10:49:00+00:00,"There is no announcement for a direct cash transfer with employment support package-as usual @BJP4India Govt left labour stranded. To be precise, it's more of a bluff than a budget for the common people of India #BluffBudget2021",announcement direct cash transfer employment support packageas usual govt left labour stranded precise bluff budget common people india,Positive,0.4019
2021-02-02 11:10:00+00:00,What is there for education sector in Union Budget 2021 Today expressing my views on Gorakhpur Live,education sector union budget today expressing views gorakhpur live,Neutral,0.0
2021-02-02 11:11:00+00:00,The budget has focused primarily on clean air in the environment sector – with its objectives spanning across ministries and sectors.  It's the stepping stone for #nopollution  India.  The green budget for a cleaner INDIA.. #Budget2021 #environment #AatmanirbharBharatKaBudget,budget focused primarily clean air environment sector – objectives spanning across ministries sectors stepping stone india green budget cleaner india,Positive,0.7184
2021-02-02 11:12:00+00:00,Subramanian Swamy shares fake data about petrol prices and RTs abusive tweet about 'Bhakts' as Union Budget is praised over all  https://www.opindia.com/2021/02/subramanian-swamy-petrol-prices-india-nepal-sri-lanka-rt-abusive-tweets-fake-data/,subramanian swamy shares fake data petrol prices rts abusive tweet bhakts union budget praised,Negative,-0.4404
2021-02-02 11:16:00+00:00,Party President & CM @Naveen_Odisha said that the centralization of revenue by introduction of Cess on petrol & diesel in the Union Budget will harm the interest of the state. CM said that the decision will weaken the centre-state fiscal balance & states will be at disadvantage.,party president cm said centralization revenue introduction cess petrol diesel union budget harm interest state cm said decision weaken centrestate fiscal balance states disadvantage,Negative,-0.5267
2021-02-02 11:20:00+00:00,"A fine politcal-economic perspective to Union Budget with author tracking PM @ @narendramodi's transformation from being a "" reluctant privatizer""  to crossing   Lakshman Rekha of using ""P""word--a throwback to his work as Guj CM. As someone  said  it's Modi Govt 1st BJP budget!",fine politcaleconomic perspective union budget author tracking pm transformation reluctant privatizer crossing lakshman rekha using pworda throwback work guj cm someone said modi govt st bjp budget,Negative,-0.0516
2021-02-02 11:27:00+00:00,Samsung galaxy m02 is the company new budget smartphone in India. Rs.6999 #duggartalks,samsung galaxy company new budget smartphone india rs,Neutral,0.0
2021-02-02 11:31:00+00:00,"Funding Alert 🚨 :  A day after the Union Budget's Big Bang healthcare allocation, healthtech startup #MediBuddy raises $40 Million in Series B from India Life Sciences Fund III. #funding #seriesB #healthcare",funding alert 🚨 day union budgets big bang healthcare allocation healthtech startup raises million series b india life sciences fund iii,Positive,0.296
2021-02-02 11:41:00+00:00,"#AatmanirbharBharatKaBudget India's first-ever digital budget was presented in 2021. A first of this new decade, this budget provides every opportunity for our economy to rise and capture the pace that it needs for sustainable growth in a post-pandemic world. via NaMo App",indias firstever digital budget presented first new decade budget provides every opportunity economy rise capture pace needs sustainable growth postpandemic world via namo app,Positive,0.6597
2021-02-02 11:41:00+00:00,"#AatmanirbharBharatKaBudget The budget strengthens the Sankalp of Nation First, Doubling Farmer's Income, Strong Infrastructure, Healthy India, Good Governance, Opportunities for Youth, Education for All, Women Empowerment, and Inclusive Development, among others. via NaMo App",budget strengthens sankalp nation first doubling farmers income strong infrastructure healthy india good governance opportunities youth education women empowerment inclusive development among others via namo app,Positive,0.926
2021-02-02 11:53:00+00:00,"Rakesh Jhunjhunwala gives 10/10 to Budget 2021, says India on way to achieving double-digit growth @moneycontrolcom https://www.moneycontrol.com/news/business/markets/rakesh-jhunjhunwala-gives-1010-to-budget-2021-says-india-on-way-to-achieving-double-digit-growth-6433711.html",rakesh jhunjhunwala gives budget says india way achieving doubledigit growth,Positive,0.3818
2021-02-02 12:04:00+00:00,An well-argued optimistic take on how the budget finally portends a long term growth trajectory for India.,wellargued optimistic take budget finally portends long term growth trajectory india,Positive,0.5994
2021-02-02 12:11:00+00:00,"Union Budget 2021: DFC, vistadome LHB coaches & more! Record Rs 1.10 lakh crore allocation for Indian Railways https://www.financialexpress.com/budget/railway-budget-2021-22-union-budget-2021-nirmala-sitharaman-piyush-goyal-national-rail-plan/2184212/ via NaMo App",union budget dfc vistadome lhb coaches record rs lakh crore allocation indian railways via namo app,Neutral,0.0
2021-02-02 12:12:00+00:00,"Budget reformist, will drive economic revival post-COVID-19: India Inc https://www.livemint.com/budget/news/budget-reformist-will-drive-economic-revival-post-covid-19-india-inc-11612182480526.html via NaMo App",budget reformist drive economic revival postcovid india inc via namo app,Neutral,0.0
2021-02-02 12:12:00+00:00,"Union Budget 2021: Healthcare industry welcomes increased budget allocation for health, well-being https://www.financialexpress.com/budget/union-budget-2021-healthcare-industry-welcomes-increased-budget-allocation-for-health-well-being/2184186/ via NaMo App",union budget healthcare industry welcomes increased budget allocation health wellbeing via namo app,Positive,0.5859
2021-02-02 12:26:00+00:00,"""We don't have trillion doller debt because we haven't taxed enough; We have a trillion doller debt because we spend too much"" Ronald Reagan---  A very relevant quote for today's Indian budget context when our fiscal deficit is about 9.5% of the GDP. #Budget2021",dont trillion doller debt havent taxed enough trillion doller debt spend much ronald reagan relevant quote todays indian budget context fiscal deficit gdp,Negative,-0.4749
2021-02-02 12:35:00+00:00,"India spends 4.6 per cent of its total GDP on education, and ranks 62nd in total public expenditure on education per student. What is in the Budget for education? https://science.thewire.in/education/budget-2021-sitharaman-cuts-education-allocation-by-rs-6088-crore/",india spends per cent total gdp education ranks nd total public expenditure education per student budget education,Neutral,0.0
2021-02-02 12:40:00+00:00,Useless budget 2021 in India,useless budget india,Negative,-0.4215
2021-02-02 12:48:00+00:00,"Union Budget 2021, by FM, Nirmala Sitharaman, through tablet computer, a complete paperless work, first time in history. #BudgetSession2021 #Budget #AtmaNirbharBharatKaBudget #Budget2021 #BudgetSession #economy #DigitalIndia #atmanirbharbharat https://piped.video/Q3yGOF6sOR0",union budget fm nirmala sitharaman tablet computer complete paperless work first time history,Neutral,0.0
2021-02-02 12:50:00+00:00,Nirmala Sitaraman finance Minister of India presented historical BJP AND RSS BUDGET 2021- 2022 for Modi Amit Shah election expenditure. Why you are not looking on petrol diesel and unemployed.,nirmala sitaraman finance minister india presented historical bjp rss budget modi amit shah election expenditure looking petrol diesel unemployed,Neutral,0.0
2021-02-02 12:51:00+00:00,Layman Diary office:Money is lost nothing is lost.  HEALTH IS LOST ALL THING IS LOST.  SO OVERALL ALLOCATION FR HEALTH WELL BEING HAS SOARED BY 137% INCREASE IN BUDGET WELL- BEING IN PANDEMIC  AGE. MUST BE APPRECIATED.  BUDGET FUTURE OF YOUNG INDIA.  @csabhisheksingh,layman diary officemoney lost nothing lost health lost thing lost overall allocation fr health well soared increase budget well pandemic age must appreciated budget future young india,Positive,0.7978
2021-02-02 13:17:00+00:00,"Union Budget 2021: Healthcare industry welcomes increased budget allocation for health, well-being @NITIAayog https://www.financialexpress.com/budget/union-budget-2021-healthcare-industry-welcomes-increased-budget-allocation-for-health-well-being/2184186/lite/?__twitter_impression=true",union budget healthcare industry welcomes increased budget allocation health wellbeing,Positive,0.5859
2021-02-02 13:35:00+00:00,"Our @INCIndia Leader, Sri @RahulGandhi Ji In Parliament,   He's Cool And Simple 🤠  #BudgetSession",leader sri ji parliament hes cool simple 🤠,Positive,0.3182
2021-02-02 13:36:00+00:00,The Modi Government budget always favours the rich and deprives the poor. The union budget of 2021 is a proof of it #BluffBudget2021,modi government budget always favours rich deprives poor union budget proof,Positive,0.1531
2021-02-02 14:10:00+00:00,@FollowCII Pune in association w/ @GrantThorntonIN organised 'Post Budget Analysis Session 2021' today. Aimed at understanding implications of the #UnionBudget2021 on various sectors & provided an informed view on the benefits and concerns arising for different Industry sectors.,pune association w organised post budget analysis session today aimed understanding implications various sectors provided informed view benefits concerns arising different industry sectors,Positive,0.3818
2021-02-02 14:17:00+00:00,"The big theme of the Union budget is fiscally expansionary, but not reckless.The budget proposals are certainly very bold & ambitious. They're clearly focused on reviving growth~ Dr Ajit Ranade @AdityaBirlaGrp addr at CII Post Budget analysis Session #CIIatBudget2021",big theme union budget fiscally expansionary recklessthe budget proposals certainly bold ambitious theyre clearly focused reviving growth dr ajit ranade addr cii post budget analysis session,Positive,0.9325
2021-02-02 14:25:00+00:00,"Guyz a new budget smartphone from POCO has been launched today in the indian market.This smartphone is the newest addition to the budget M series of Poco.The ""Poco M3"" is here. #POCOM3 #Xiaomi #smartphone #technology #TechNews #India",guyz new budget smartphone poco launched today indian marketthis smartphone newest addition budget series pocothe poco,Positive,0.128
2021-02-02 14:41:00+00:00,Layman Diary office: Salaried People reaction after Budget when d found no INCOM TAX benefits on SLAB 👇😄😄💟 s,layman diary office salaried people reaction budget found incom tax benefits slab 👇😄😄💟,Positive,0.9501
2021-02-02 14:46:00+00:00,I will give 10 marks out of 10...union budget 2021. Really we go for atman nirbhar bharat @nsitharaman @narendramodi #UnionBudget2021,give marks union budget really go atman nirbhar bharat,Neutral,0.0
2021-02-02 14:58:00+00:00,"Considering recent changes in Budget, is GST Audit required to be done for FY 2019-20. Pls clarify at earliest & not near due date @cbic_india   cc @nsitharaman",considering recent changes budget gst audit required done fy pls clarify earliest near due date cc,Positive,0.0772
2021-02-02 15:01:00+00:00,Next Union Budget will be available Comming Soon on Olx @shafiyah_shagoo,next union budget available comming soon olx,Neutral,0.0
2021-02-02 15:08:00+00:00,Most of the Farmers & petti-landlords are unaware of Land Revenue taxes to be paid annually in India! Land Revenue taxes are the basis of financial existence of Indian States. Why not Land Revenue Budget should be separated from main Budget in Indian Provinces?,farmers pettilandlords unaware land revenue taxes paid annually india land revenue taxes basis financial existence indian states land revenue budget separated main budget indian provinces,Negative,-0.2023
2021-02-02 15:10:00+00:00,"""By loosening its purse strings this year in its annual budget, I believe the Indian government has indeed taken a bold step at a crucial hour.""  Full Story >> bit.ly/3r8FvlE #UnionBudget2021 #Opinion #People #India #Society #HumansofHyderabad",loosening purse strings year annual budget believe indian government indeed taken bold step crucial hour full story bitlyrfvle,Positive,0.3818
2021-02-02 15:22:00+00:00,Subramanian Swamy shares fake data about petrol prices and RTs abusive tweet about 'Bhakts' as Union Budget is praised over all https://www.opindia.com/2021/02/subramanian-swamy-petrol-prices-india-nepal-sri-lanka-rt-abusive-tweets-fake-data/ via @OpIndia_com,subramanian swamy shares fake data petrol prices rts abusive tweet bhakts union budget praised via,Negative,-0.4404
2021-02-02 15:29:00+00:00,@PChidambaram_IN YOU BASTARD IN YOUR BUDGET REACTION WAS SENSEX REACTED IN MINUS ALL TIME LOW. PRESENT BUDGET SENSEX REACTION WAS ALL TIME HIGH. THAT IS THE DIFFERENCE BASTARD CORRUPTED MAN. DO NOT GIVE LECTURE ON BUDGET. CONGRESS PARTY IS NOT REQUIRED FOR THIS COUNTRY.,bastard budget reaction sensex reacted minus time low present budget sensex reaction time high difference bastard corrupted man give lecture budget congress party required country,Negative,-0.7506
2021-02-02 15:36:00+00:00,What about fiscal deficit which has jumped to 9.5%.,fiscal deficit jumped,Negative,-0.4019
2021-02-02 15:39:00+00:00,"Tourism contributes to 6.8% of the Indian economy & over 50% of #Ladakh's & accounts for 8% of the total employment in the country.With no metion in the #UnionBudget2021,a great opportunity has been lost to revive the industry,especially in the mountains. @nsitharaman @tourismgoi",tourism contributes indian economy accounts total employment countrywith metion great opportunity lost revive industryespecially mountains,Positive,0.7906
2021-02-02 15:44:00+00:00,"Did you miss the live telecast of the Union Budget 2021-2022? Fret not, here are some of the key highlights! #AatmaNirbharbharatKaBudget #Budget2021",miss live telecast union budget fret key highlights,Negative,-0.1531
2021-02-02 16:10:00+00:00,It's so tragic that a complete mess is being made of the Indian Economy in favour of the Corporates only.@reliancegroup @gautam_adani @PMOIndia @Shashitharoor @OfficeofUT @pbhushan1 @RanaAyyub @RahulGandhi @fayedsouza #GodiMedia #BJP @BJP4India #RSS @CecilleSupermom,tragic complete mess made indian economy favour corporates,Negative,-0.3818
2021-02-02 16:52:00+00:00,#DelhiBorders Reinforcement of Delhi borders - Day after Budget announcement on much desired CAPEX .... Delhi Police becomes the first client of the CAPEX budget with its concrete barricades and nails ! Highways distorted ... no problem ... NHAI budget takes care !,reinforcement delhi borders day budget announcement much desired capex delhi police becomes first client capex budget concrete barricades nails highways distorted problem nhai budget takes care,Neutral,-0.0258
2021-02-02 17:04:00+00:00,"Salaried people reaction after budget , as no changes in income tax slab and benefits😀😀",salaried people reaction budget changes income tax slab benefits😀😀,Positive,0.765
2021-02-02 17:09:00+00:00,A new confidence about India reflects in a bold Budget 2021 | Hindustan Times https://www.hindustantimes.com/analysis/a-new-confidence-about-india-reflects-in-a-bold-budget-2021-101612195829411.html,new confidence india reflects bold budget hindustan times,Positive,0.7096
2021-02-02 17:15:00+00:00,"Audit for FY 19-20 stands . The budget proposals will not take effect soon, should be scrapped fromFY 20-21 , looks like",audit fy stands budget proposals take effect soon scrapped fromfy looks like,Positive,0.3612
