datetime,text
2023-02-02 04:02:00+00:00,Several opposition MPs demand a discussion on #AdaniEnterprises #HindenburgReport notices given in both Houses. @BRSparty MPs have given notice along with @manickamtagore @SanjayAzadSln amongst others! Expect fireworks today in parliament..#BudgetSession
2023-02-02 04:06:00+00:00,99% fail  But I am in 1 %(after budget day ) 🤑
2023-02-02 04:09:00+00:00,"@narendramodi @nsitharaman @PMOIndia What the @FinMinIndia and @MSDESkillIndia Should calculate  and share the number of unskilled, semi skilled and skilled people will get livelihood/job from infrastructure budget allocation-roadways &  railways based and other ministries."
2023-02-02 04:15:00+00:00,Attack on Adani was equated as attack on 🇮🇳. Trouble times for Indian economy. Not confident about its own future growth or affect of report. Had heard that 🐜 could make 🐘  miserable size doesn't matter see it happen in real.
2023-02-02 04:22:00+00:00,Wait till you hear about De La Rue the note printing & security thread supplying Company & the great fraud on Indian economy presided by Mr. Raghuram Rajan at RBI.
2023-02-02 04:37:00+00:00,#BudgetSession @BRSparty issues suspension of business notice in both houses of parliament to discuss about #HindenburgReport on @AdaniOnline group.  #LokSabha #RajyaSabha
2023-02-02 04:43:00+00:00,#TodayInParliament  Several opposition MPs demand a discussion on #AdaniEnterprises #HindenburgReport notices given in both Houses.  @BRSparty MPs have given notice along with @manickamtagore @SanjayAzadSln amongst others!  #LokSabha #RajyaSabha #BudgetSession #BudgetSession2023
2023-02-02 04:53:00+00:00,To prepare a Balanced budget is a difficult task not a hypothetical thing.  The Budget have nothing to cheer up other than Defence and Railway segments.
2023-02-02 04:56:00+00:00,TOP 07 PRIORITIES FOR 2023 BUDGET✌❤  1. Green Growth  2. Youth Power  3. Inclusive Development  4. Reaching The Last Mile  5. Infrastructure and Investment  6. Unleashing The Potential  7. Launching Of Digital Platform.  #Budget2023 #Budget #BudgetSession
2023-02-02 04:58:00+00:00,Budget Presented by Finance Minister Smt. @nsitharaman Ji under the Guidance and Vision of Honourable Prime Minister Shri @narendramodi Ji will have a significant impact in development of India as a Developed Nation.  #Budget2023 #FinanceMinister #DevelopedIndia
2023-02-02 05:00:00+00:00,Budget 2023 missed a big opportunity to Empower 22 cr Poor & lower middle class families by integrating their future with CORPORATE EQUITY by amendment in CSR provisions. 3% Decrease in Corporate tax in 2022 could be used to increase CSR BY 3 % & EXEMPTION PROVISIONS. See YOUTUBE
2023-02-02 05:02:00+00:00,"In every Budget; Poor gets Subsidy, and Rich gets Rebate, Middle class see  TV and Debate.."
2023-02-02 05:02:00+00:00,PM @narendramodi in parliament meeting top ministers #BudgetSession
2023-02-02 05:03:00+00:00,#AmritKaalBudget Highest-ever Budget Allocation to Railways via NaMo App
2023-02-02 05:04:00+00:00,Budget is only for the Middle class.  You can forget its implications positive or negative on any1.  Poor will keep suffering and rich will get richer.
2023-02-02 05:11:00+00:00,@FinMinIndia @PMOIndia Budget a repeat of big schemes and big projects. Local is needed over global. They should raise the slab of no tax up to 10 lakhs …. They have schemes for big industrialists etc.  This is only broadening the gulf between the middle class and the rich 😡
2023-02-02 05:15:00+00:00,"Firstly @CreditSuisse being on brink of bankruptcy themselves have no weight to rate #adani bonds, have no clue why that triggered the fall in #AdaniGroup yesterday after #Budget2023 concentrated effort by #WhiteSupremacy to bring #IndianEconomy down 🤬"
2023-02-02 05:17:00+00:00,2023 Budget missed a big opportunity to EMPOWER 22 CR POOR & MIDDLE CLASS FAMILIES More on YouTube
2023-02-02 05:25:00+00:00,"Do you know who presented the first Indian Budget? James Wilson presented it to British-rules India on Feb 18, 1860. . He founded The Economist and the Chartered Bank of India.  . . . #UnionBudget2023 #Budget2023 #Budget #IndianEconomy #BudgetSession2023"
2023-02-02 05:25:00+00:00,"Going through all Times, but Budget samajh mein nahi aaya #Budget2023 #BudgetSession #Budget"
2023-02-02 05:30:00+00:00,Its a great moment for Indian railway after budget @IRCTCofficial.. #Irctc #AswiniVaishnav
2023-02-02 05:32:00+00:00,How much would you rate #Budget2023 out of 10 ?  #clicbrics #Budget #BudgetSession #UnionBudget2023 #UnionBudget #NirmalaSitaraman #incometax #RealEstate
2023-02-02 05:42:00+00:00,"@gautam_adani sir, we have these memes doing the rounds in social media. You must be aware. Please let us have a plan of action for corrective measures. Not that we want to retain top spot from wealth perspective but the impact it has on Indian economy and worldwide. #NomadicSB"
2023-02-02 05:44:00+00:00,"Rightely mentioned sir! #AmritKaalBudget ""Cities will be incentivized, through property tax governance reforms and ring-fencing user charges, to improve their creditworthiness for municipal bonds"" FM via NaMo App"
2023-02-02 05:52:00+00:00,Pawer of PM Narendra Modi World Leader #PMModi #BJP #modiji #IndianEconomy
2023-02-02 06:04:00+00:00,Is it beginning of the end of Indian Economy downfall too..Time will tell sure but its a big blow n Pak is still capable of paying off IMF altogether come Imran Khan!
2023-02-02 06:13:00+00:00,"Jay Sriram   Budget 2023: Huge relief for middle-class, no income tax till ₹7 lakh  https://www.livemint.com/news/india/budget-2023-huge-relief-for-middle-class-no-income-tax-till-rs-7-lakh-11675235971699.html via NaMo App"
2023-02-02 06:18:00+00:00,"The biggest and the most valuable infra project will be launched this year. Delhi-Mumbai express way , 8 lane, 1350 kms, world class environment friendly infra asset.  One lakh crores spent , not a whisper of corruption. This will have a trickle down effect on indian economy"
2023-02-02 06:21:00+00:00,#AmritKaalBudget key highlights: A Thread :  #IndianEconomy #economy #EconomicSurvey2023  (1/9)
2023-02-02 06:35:00+00:00,What about the days when corrupt Mamatha and Lalu presented the Railways budget with such fanfare. You didn't object then. Same goes for @PChidambaram_IN 's budget presentations !! Why should we ape other nations ? We are unique and lets us not be WOGS.
2023-02-02 06:45:00+00:00,"Be jubilant. Anyone denigrate Indian economy, Indian democracy, Indian politician, Indian corporate the jubilation in the lobby and ecosystem is skyrocketed."
2023-02-02 06:45:00+00:00,Within how many days the Company should intimate the appointment/resignation of the director to the Registrar of Companies? . . #companies #companiesact2013 #startupguruom #complianceease #Budget2023 #BudgetSession #BudgetForAmritKaal #AmritKaalBudget #AmritKaal #QuestionOfTheDay
2023-02-02 06:56:00+00:00,"Budget 2023- No income tax upto Rs 7 Lakh, tax slabs revised.   Now, that's a  huge relief for the middle class individuals. 🙌👏🇮🇳  #Budget2023 #Budget #NirmalaSitaraman"
2023-02-02 07:00:00+00:00,#AmritKaalBudget Highest-ever Budget Allocation to Railways via NaMo App
2023-02-02 07:22:00+00:00,Budget session of #Odisha assembly to start from Feb 21 & to continue till April 6. Annual budget to be presented on Feb 24
2023-02-02 07:23:00+00:00,The people of North Balasore are disappointed in the current budget.  Digha-Jaleswar Railway has not received recognition.  @DBalasore @serailwaykol @drmkgp @EastCoastRail @CMO_Odisha @MamataOfficial @dmpurbmedinipur @JaleswarRailFan @pcsarangi
2023-02-02 07:30:00+00:00,"Then, Indian investors will contribute $10k to the Indian economy per Bitcoin. 🥲"
2023-02-02 07:32:00+00:00,"@gautam_adani @bse_sensex @NSEIndia @nsitharaman @RBI @PMOIndia  Honorable sirs/madam,  due to one business man if Indian share market cracked down like covid pandemic or Ukraine war. Which will impact Indian Economy too. But pandemic and war we have no controls but if here"
2023-02-02 07:34:00+00:00,In every budget: Poor gets subsidy and Rich gets rebate. The middle class sees TV and debates 😂 #Budget2023
2023-02-02 07:36:00+00:00,Now the wait is over. As the long pending demand to grant #ST_Status to Pahari ethnic people has been fulfilled very soon as the bill had been introduced in the budget session. Special Thanks to Honb'le PM @narendramodi @AmitShah @ImRavinderRaina @iamvibodhgupta @BJP4JnK
2023-02-02 07:39:00+00:00,"Bodhi Real estate  We are providing best property in Bodhgaya, Gaya. And this plots avilable in Gaya Khatkachak.on good price 🙏🏻 (THIS PLOT FOR SALE ON LOW AND UNDER YOUR BUDget 👍BOOK NOW 👍 9572272848 IF you Find Best Plot no fault than you  contact us: -9572272848"
2023-02-02 07:47:00+00:00,Market news by Mr. Elites.  #Budget2023 #budget #BudgetFriendly #india #UnionBudget2023 #unionbudget #PuneRealEstate #puneproperty #pune #Bavdhan
2023-02-02 07:47:00+00:00,The Union Budget 23-24 is out! Our Managing Director @Rajan_Samuel1 upbeat about what the budget entails for the affordable housing sector and the thrust towards investments in green technology.  #UnionBudget23 #AffordableHousing #Housing #HabitatforHumanity #HabitatIndia
2023-02-02 07:47:00+00:00,Are you happy with the #Budget2023? #BudgetSession #Budget #80C
2023-02-02 07:50:00+00:00,This was about to happen today or tomorrow.Fundamentals of Adani is low but They will bounce back with the help of Mota Bhai .Reliance alone can't take care of Stock market now. He needs Big Ppl in the market to Stabilize it .I'm sure they will do it. Indian Economy have to grow.
2023-02-02 08:10:00+00:00,"Hi @zomato @deepigoyal Sir, While taking care of the entire market we have come up with our Food Budget for foodies. Your response would be appreciated.  #Zomato #Budget2023 #Budget #BudgetSession #foodynaka #foodbudget #Food #Foodies"
2023-02-02 08:11:00+00:00,"Big relief to the middle-class taxpayers in the budget.  Union Home Minister & Minister of Cooperation, Shri Amit Shah's view in The Economic Times.  Read the complete article: bit.ly/3JuJeGJ"
2023-02-02 08:16:00+00:00,I follow educated people on #twitter but after #Budget2023 it's seems thy are uneducated after reading their #Tweets #BudgetSession #Budget2023
2023-02-02 08:33:00+00:00,Difference Between OLD & NEW Regime of Tax. With examples. . . . . . #budget2023 #budgetsession #budget #tax #regime #newregime #old #income #incometax #tranding #incometaxindia @ Jaipur Sanganer
2023-02-02 08:47:00+00:00,"New Tax Regime Calculator AY 2024-25 (FY 2023-24)  Check tax liability Rs 7, 9, 10, 12 or 15 lakh annual income #incometax2023 #IncomeTaxRegime #incometaxslab #Budget2023 #BudgetSession #Budget #TaxPayer #Newregime #oldregime #TaxationUpdates #taxregime https://www.financialexpress.com/money/income-tax/new-tax-regime-calculator-ay-2024-25-check-tax-liability-for-rs-7-9-10-12-or-15-lakh-annual-income/2969176/?utm_source=whatsapp_web&utm_medium=social&utm_campaign=socialsharebuttons"
2023-02-02 08:51:00+00:00,Good human beings never giveup. #support #GautamAdani #IndianEconomy . He is in a trap.
2023-02-02 09:14:00+00:00,"Hi, @Swiggy @SwiggyCares While taking care of the entire market we have come up with our Food Budget for foodies. Your response would be appreciated.  #swiggy #Budget2023 #Foodie #BudgetSession #budget #foodynaka #mumbai #sakinaka #Foodies #foodbudget #food"
2023-02-02 09:21:00+00:00,"Total Budget expenditure proposed for session 2023 is Rs 45 lac Crores..... Pakistan is mocking India by saying, "" itna paisa hota hi nhi hai""....🤣🤣🤣"
2023-02-02 09:21:00+00:00,"Wanna begin start investing, but got less money ?..  Here are some tips for your help 👇👇👇👇 https://learnfinancialknowledge.blogspot.com/?m=1&fbclid=PAAaaCImmE62in49qOwK0Q0_iklYbQROCX9-q9GWFFbZOppYitPEPz1-Jh-qs Click it 👆👆👆  🔖 #beginning #MONEY #MoneyTalks #investment #investing #invest #Tips #BEGINTHEVISION #IndianEconomy"
2023-02-02 09:29:00+00:00,Budget 2023 Full Explaination with    #Budget2023 #BudgetSession https://piped.video/O-Rcaynxkhs
2023-02-02 09:29:00+00:00,Budget 2023 is expected to provide a boost to the real estate industry. - https://realtyquarter.com/budget-2023-is-expected-to-provide-a-boost-to-the-real-estate-industry/#.Y9uCbWJWP8Q.twitter via @realtyquarter_
2023-02-02 09:36:00+00:00,Absolutely bogus budget this will destroy middle class completely government want people to spend no savings so old age destroyed as no plans for that why I will put money in epf or ppf etc..
2023-02-02 09:56:00+00:00,Somewhere in India Public: Necessity. Crowd funding. Solution.  Government: We'll spend thousands of crores on ads. We'll give thousands of crores of loan relaxation to billionaires. #IndianEconomy @the_hindu
2023-02-02 10:01:00+00:00,BUDGET 2023 : Key highlights on how Govt is strengthening the startup ecosystem. . . . . #IMPunjab #budget2023 #theinnovationpit #community #joinnow #entrepreneurs #startups #indianstartups #registernow #taxdeduction #msme #startup #unionbudget
2023-02-02 10:09:00+00:00,Are you happy with the announcements for the real estate sector in the #Budget2023 ?   #clicbrics #BudgetSession #UnionBudget2023 #NirmalaSitharaman #RealEstate
2023-02-02 10:13:00+00:00,"Finance Minister Nirmala Sitharaman, in her Budget 2023-24, increased the allocation for Ayushman Bharat-Pradhan Mantri Jan Arogya Yojana (AB-PMJAY) to Rs 7,200 crore, while that for Ayushman Bharat Health Infrastructure Mission (PM-ABHIM) to Rs 646 crore have been allotted."
2023-02-02 10:20:00+00:00,"Along with the national digital library, all panchayats will have physical libraries to help children read  #library #Budget2023 #BudgetSession #EducationForAll #budgetforeducation"
2023-02-02 10:20:00+00:00,That is almost the Defence and Railway budget of India.. BOOM💥
2023-02-02 10:52:00+00:00,"https://piped.video/x8pAt7nb67k What Delhi's Public has to say on Union Budget 2023-24, See through this spcl. Report #UnionBudget2023 #Budget2023 #BudgetSession #UnionBudget #Budget"
2023-02-02 10:52:00+00:00,Let's learn some key budget words in Hindi. Want to learn Hindi? Visit langistan now!!! #langistan #Budget2023 #BudgetSession #incometax #LanguageLearning #languages
2023-02-02 10:54:00+00:00,"I congratulate PM  #NarendraModi led Central Govt and Finance Minister Smt. #NirmalaSitharaman on a great presentation of 1st Budget Of #AmritKaal as we call it #AmritKaalBudget   ""This budget is truly inclusive, visionary and foundation stone on realising India's golden dream"
2023-02-02 11:30:00+00:00,What about adani??? We see a disaster for Indian economy? Govt silent?sebi silent? Governor ok? But destroy crypto?
2023-02-02 11:30:00+00:00,"Indian equity benchmarks ended mixed in yet another volatile session on February 2 despite the budget, presented a day earlier, being hailed as growth-oriented, as the selloff in Adani group stocks continued to roil the market. The 30-pack Sensex gained 224.16 points, or 0.38 %,"
2023-02-02 11:42:00+00:00,There's a lot of bias on new #taxregime I understand that it is not perfect but at the same time it is a good start for the majority of the population in #India #UnionBudget2023 #TaxationUpdates #IndianEconomy
2023-02-02 11:50:00+00:00,Its a very good budget finance minister has presented.  Personal income tax is reduced and all areas are covered.
2023-02-02 12:02:00+00:00,Here are the highlights of Union Budget 2023 part 1. . . To stay tuned on the final verdict follow us on our socials . . #UnionBudget #UnionBudget2023 #Budget2023 #budget #indianeconomy #NirmalaSitharaman #IncomeTax #incomestreams #NewTaxRegime #tax #stockmarketindia
2023-02-02 12:10:00+00:00,#AmritKaalBudget Highest-ever Budget Allocation to Railways via NaMo App
2023-02-02 12:41:00+00:00,Let us take you to the key highlights of the Union Budget 2023 for the REAL ESTATE sector.  #UnionBudget2023 #Budget2023 #UnionBudget #Budget #BudgetSession2023 #financialbudget #fy23 #RealEstate #RealEstateIndia #RealEstate2023 #CommercialExperts #ResidentialExperts #portfolio
2023-02-02 12:48:00+00:00,#StockMarket  My Pach Pandavas 💫 BUY #buy this #stocks #Nifty #nifty50 #IndianEconomy  This is the future #nsebsebulls
2023-02-02 13:27:00+00:00,"It's refreshing to see Indian Institutes of Management taking notice of contributions of startups to the Indian economy.Super pumped to learn that @Ashneer_Grover defining work on Startups, his book 'Doglapan' could be taught as part of curriculum in BSchools very soon. @IIML"
2023-02-02 13:49:00+00:00,Adani loses $51 Billion in only 48 hours #IndianEconomy #StockMarket #stockmarketcrash #AdaniStandsWithInvestors #Adaniscam #AdaniFPOFullySubscribed #adanistocks
2023-02-02 14:31:00+00:00,#AmritKaalBudget Highest-ever Budget Allocation to Railways
2023-02-02 14:40:00+00:00,"Tai Tai, Mama Ke Ghar Jaye...Mama diya Dahi Sandesh, Khushi Hokey Khaye...Budget 2023 for common lower middle class above whopping 7L poor people's bracket...LoLz  @nsitharaman @PChidambaram_IN @Swamy39 @GouravVallabh"
2023-02-02 14:45:00+00:00,Analysis of source of Rupee Indian Revenue Budget   2023 24 with 2014 15  ⬆️ Borrowings 10 Ps Income Tax 1 Ps  ⬇️ Corporate Tax 6 Ps Customs 5 Ps Excise Service Tax/GST 3 Ps Non Tax Revenue 3 Ps  #tax #budget2023 #narendramodi #nirmalasitharaman #indianeconomy #indianfiscal
2023-02-02 14:48:00+00:00,"BJP does not want India to become a developed and strong nation.  That's why instead of increasing the education-health budget, it has been reduced.  #Budget2023 #BudgetSession #BudgetSession2023 #ModiDisasterForIndia #Modi #BJPfails #BJPHataoDeshBachao #BJPFailsIndia"
2023-02-02 14:54:00+00:00,Encouraging budget has been allocated for Indian #Railways in the budget 2023 by FM Nirmal Sitaraman Hope now the Railways concentrate on Road over Bridges across the Railways level crossings especially in the Major corporation cities to ease d woes of motorists &save their time!
2023-02-02 15:10:00+00:00,"Govt of India allocates bumper budget of ₹37,581 crores for FY 2023-24 for procurement of Rolling Stocks for Indian Railways  Last years revised budget was ₹15,158 crores. Get ready for Vande Bharat trains 🇮🇳"
2023-02-02 15:21:00+00:00,Budget day special wale ka alag maza ha 😉
2023-02-02 15:26:00+00:00,"Budget Day not Valentine's day,The Indian Express, and The Hindu every morning, World's Map,Kurushetra, few Charts on Wall, NCERT, Laxmikant for Polity,Hindi Medium,Your Optional , Attempt pe attempt,Last attempt,First attempt,Negative Marking ,and Test series etc....."
2023-02-02 15:30:00+00:00,"World biggest corporate fraud, A huge impact on Indian economy Specially SBI,LIC will hit hard, In both PSU common man saving their money, #चौकीदार_ही_चोर_है"
2023-02-02 15:47:00+00:00,"Hey, Rishi Grown Up...!!!  Just look at other brilliant Indian companies who sacrifice to grow the Indian economy at the top level."
2023-02-02 15:47:00+00:00,If your mood is off... Please listen this rejoicing conversation between @nsitharaman and Oppostion leaders.   #Budget2023 #BudgetSession
2023-02-02 15:59:00+00:00,"Now i want people who dont know ""E"" of Economy please share these type of  images comapare India with neighboring country and other So Called ""Developed"" country  Please Express your  opinion #petrolprice #IndianEconomy #Petrol #CostOfLivingCrisis"
2023-02-02 16:21:00+00:00,#Levels for 3rd Feb #banknifty #bankniftyoption #BankNiftyOptions #incometax #cigarettes #UkraineWar #Adani #thursdaymorning #BudgetSession #Budget2023 #BudgetSession #Budget #HidenburgReport #StockMarket #stocks
2023-02-02 16:38:00+00:00,🎯Tips For Growing Your Business💸👇  Grow your Social Media Account: https://smilingsuccessenterprises.com/services/ #success #goalsetting #BusinessMan #entrepreneurs #quote #MONEY #poetrylovers #marketingtwitter #SelfCareSunday #thursdaymorning #Budget2023 #BudgetSession #MotivationalQuotes
2023-02-02 17:04:00+00:00,"If India sinks, only then can Congress rise. Therefore they always gleefully rejoice any setback to Indian economy."
2023-02-02 17:07:00+00:00,Union Budget 2023-24 | @selecteffort https://piped.video/CL949YDSwtc #Budget2023 #UnionBudget2023 #BudgetSession
2023-02-02 17:07:00+00:00,Calculated attacked by West on rising economy. How Hindenberg concerned to highlight Indian Complained when Indian watch dogs are itself surveillance enough.If Adani plan was fraud with Indian Economy they can fled with such a high wealth fm India.jabardast sazish of foreigners
2023-02-02 17:24:00+00:00,Central budget is good news for people. Annual income ceiling  7 seven lakh rupees    People of India salute the Finance Minister Sister Nirmala Sitharaman   Congratulatory opposition parties   The ruling party is sickening   Opposition MPs are not concerned about this 7 lakh
2023-02-02 17:58:00+00:00,"Pls give us budget in details. Here u only showing middleclass cushions to grab his sympathy. Due to hike in other product rate,how that will impact middle class and all show that in details. Here u giving and taking back from there. Finally in hand nothing only on paper was fact"
2023-02-02 18:26:00+00:00,What #Budget means to the #middle_class...🤣
2023-02-02 18:30:00+00:00,This could be a game changer for #IndianEconomy and #TamilNadu. Thanks to @nsitharaman madam & @narendramodi ji
2023-02-02 18:52:00+00:00,"#Budget2023  In every Budget, Poor gets Subsidiaries, and Rich gets Rebate . Middle Class will only get Debate by watching TV 😂 #ModiDisasterForIndia"
2023-02-02 21:03:00+00:00,"this government always use their cheap *ujju nature in everything- -increase 10x reduce 2x,3x & advertise it(railway tickets, lpg,petrol) -if they wud hv really thought 4 middle class they wud hv given something in d old regime but No becaz it doesnt impact them/votebase #Budget"
2023-02-02 22:48:00+00:00,#HindenburgReport & #BBCdocumentry are nothing but a new technology of terrorism to attack 🇮🇳 #India | #IndianEconomy |  #WeTrustAdani | #IndiaStandsWithAdani | ☮ #Fridaymotivation @vijaygajera @thehawkeyex @PMOIndia #AdaniGroup @AdaniOnline @ANI @ChillamChilli_ #StockMarket
2023-02-02 23:59:00+00:00,"Common man, middle class citizens all are happy with budget 2023. FM @nsitharaman has achieved what the PM Shri Narendra Modi Ji wanted.  View: Now, salaried class has flexibility to spend, save and build security  https://economictimes.indiatimes.com/opinion/et-commentary/view-now-salaried-class-has-flexibility-to-spend-save-and-build-security/articleshow/97535140.cms via NaMo App"
2023-02-03 00:04:00+00:00,This budget brings tremendous hope for the people of the nation. One of the bestest budget ever presented by any finance minister in India's history!  Budget 2023: A focus on growth and transition path to a $7-trillion economy https://economictimes.indiatimes.com/news/economy/indicators/budget-2023-a-focus-on-growth-and-transition-path-to-a-7-trillion-economy/articleshow/97534935.cms?from=mdr via NaMo App
2023-02-03 00:11:00+00:00,"View: Finance Minister delivers balanced Budget, minus freebies  https://economictimes.indiatimes.com/news/economy/policy/view-finance-minister-delivers-balanced-budget-minus-freebies/articleshow/97538076.cms via NaMo App"
2023-02-03 00:23:00+00:00,Union Budget 2023: Railways capital outlay at all-time high of Rs 2.4 trn  https://www.business-standard.com/budget/article/union-budget-2023-railways-capital-outlay-at-all-time-high-of-rs-2-4-trn-123020100481_1.html  via NaMo App
2023-02-03 00:23:00+00:00,Union Budget 2023: Free food grain scheme for the poor extended by a year  https://www.business-standard.com/budget/article/union-budget-2023-free-food-grain-scheme-for-the-poor-extended-by-a-year-123020100492_1.html  via NaMo App
2023-02-03 00:24:00+00:00,"Union Budget 2023: MSME sector lauds revamped credit guarantee scheme, hails measures to revive the fund-starved sector  https://economictimes.indiatimes.com/small-biz/sme-sector/union-budget-2023-msme-sector-lauds-revamped-credit-guarantee-scheme-hails-measures-to-revive-the-fund-starved-sector/articleshow/97524556.cms?adcode=101  via NaMo App"
2023-02-03 00:24:00+00:00,Union Budget 2023: FM lines up sops for EVs; push for scrappage policy too  https://www.business-standard.com/budget/article/union-budget-2023-fm-lines-up-sops-for-evs-push-for-scrappage-policy-too-123020100747_1.html  via NaMo App
2023-02-03 00:24:00+00:00,"Union Budget 2023: Centre bets big on Artificial Intelligence, IoT  https://www.business-standard.com/budget/article/union-budget-2023-centre-bets-big-on-artificial-intelligence-iot-123020100505_1.html  via NaMo App"
2023-02-03 00:24:00+00:00,Sports ministry gets 700 cr-plus boost in Union Budget  https://economictimes.indiatimes.com/news/sports/sports-ministry-gets-700cr-plus-boost-in-union-budget/articleshow/97524548.cms?adcode=101  via NaMo App
2023-02-03 00:24:00+00:00,"Union Budget 2023: Big push for agri digital infra, co-ops, organic farming  https://www.business-standard.com/budget/article/union-budget-2023-big-push-for-agri-digital-infra-co-ops-organic-farming-123020100772_1.html  via NaMo App"
2023-02-03 00:25:00+00:00,Budget 2023: Finance Minister Nirmala Sitharaman announces new investment scheme for women  https://www.moneycontrol.com/news/business/budget/budget-2023-finance-minister-nirmala-sitharaman-announces-new-investment-scheme-for-women-9979581.html  via NaMo App
2023-02-03 00:25:00+00:00,Budget 2023: FM brings cheer for agritech start-ups with new fund; sector lauds govt's focus on agriculture  https://www.businesstoday.in/union-budget/corporate/story/budget-2023-fm-brings-cheer-for-agritech-start-ups-with-new-fund-sector-lauds-govts-focus-on-agriculture-368468-2023-02-01  via NaMo App
2023-02-03 00:25:00+00:00,"Union Budget 2023: Healthcare experts hail govt's move to boost health infra, mission to eliminate sickle cell anaemia  https://www.hindustantimes.com/lifestyle/health/union-budget-2023-healthcare-experts-hail-government-s-move-to-boost-health-infra-mission-to-eliminate-sickle-cell-anaemia-101675246892925.html  via NaMo App"
2023-02-03 00:26:00+00:00,"View: Finance Minister delivers balanced Budget, minus freebies  https://economictimes.indiatimes.com/news/economy/policy/view-finance-minister-delivers-balanced-budget-minus-freebies/articleshow/97538076.cms  via NaMo App"
2023-02-03 00:26:00+00:00,Ease of doing business: Union Budget 2023-24 makes PAN the common identifier for businesses  https://economictimes.indiatimes.com/small-biz/sme-sector/ease-of-doing-business-union-budget-2023-24-makes-pan-the-common-identifier-for-businesses/articleshow/97515968.cms  via NaMo App
2023-02-03 01:00:00+00:00,"The railways was allocated Rs 1.4 trillion in the Union Budget 2022-23,which Rs 1.37trillion is earmarked for capital expenditure and Rs 3,267crore for revenue expenditure The funds spent on building railway tracks,wagons, trains,electrification, signalling,developing facilities"
2023-02-03 01:14:00+00:00,Read budget properly and try to understand it as it is presented by an expert and an efficient finance minister Nirmalaji and do not point fingers at a glorious budget which covered all categories furthermore all insane non-BJP parties should  respect governors and President too.
2023-02-03 01:23:00+00:00,"Finance Minister #Kerala K N Balagopal to Present his Third budget today at 9am . Kerala is focusing on generating more revenue this time ,expecting a hike in land tax , fees  and penalties #keralabudget pic :Pournami( offical residence of finance minister )"
2023-02-03 01:26:00+00:00,RIP BRS. Union Budget is glorious one covered all but corrupt parties are not happy due to their corruption came to an end by honest Modiji.
2023-02-03 02:56:00+00:00,"Govt press authorities handing over Printed #Budget to Kerala Finance Minister K N Balagopal #Kerala #Kerala budget . Left will not give more burdens to common man , Balagopal said to media ."
2023-02-03 03:22:00+00:00,"Railways gets outlay of 2.4 Lakh Cr Rupees in union budget . Vande Bharat trains will now manufactured in Lature,Sonipat and RaiBareilly as well"
2023-02-03 03:34:00+00:00,He should be given the best dumping awardshe is also dumping Indian economy and Indian ..... don't we have a way to dump him instead
2023-02-03 03:57:00+00:00,Up to 6 months jail if TDS on Free Samples to Doctors not deposited: Union Budget https://medicaldialogues.in/news/industry/pharma/up-to-6-months-jail-if-tds-on-free-samples-to-doctors-not-deposited-union-budget-106514?utm_source=mobile-social-share&utm_partner=medical&utm_campaign=share&utm_medium=twitter
2023-02-03 04:04:00+00:00,Thank You @nsitharaman ma'am for this Historic Union Budget and prioritising the neglected topic and Special thanks for the 'MAKE AI FOR INDIA' & 'MAKE AI WORK FOR INDIA'   #makeAIforIndia #ArtificialIntelligence
2023-02-03 04:09:00+00:00,Insights on Union Budget 2023 @ParthoSarcar @YatindrasinghS @mita_ashish @sima1961 @gsachdevajnu @Sachin_Chat @kg_suresh @FinMinIndia @nsitharaman
2023-02-03 04:21:00+00:00,Insights on Union Budget 2023 @AIGGPA @GaneshKawadia @sanjeevsanyal @nrbmurthy73 @RakeshR61777290 @lgburange @Upendra2901 @KDevadutta @petheabhay
2023-02-03 04:40:00+00:00,Kerala Finance Minister K N Balagopal leaving to legislative assembly for presenting his third budget #Kerala budget
2023-02-03 04:43:00+00:00,"Department of Management, NRI Group of Institutions, Bhopal, conducts an analysis of the Annual Union Budget every year to get a broader perspective on the current status. This year's  Analysis of Union Budget 2023 was organized on 2/02/2023."
2023-02-03 05:43:00+00:00,Union Budget 2023 | Indian Budget 💸  https://piped.video/TVH7_-gZvHU #Budget2023 #BudgetSession
2023-02-03 05:57:00+00:00,"Best Ever Budget India had, Welcome Honourable Finance Minister, Mrs. Nirmala Seetaraman. I appreciate your support for middle class families. 10/10..is my opinion, coming era is undoubtedly indian era. Of Development, Growth, Successful implementation of innovation.shivom krish"
2023-02-03 06:21:00+00:00,"The wait is finally over! Union Budget Day is here and the real estate sector is gearing up. Home is where the heart is. Invest in luxury, convenience and connectivity while investing in a dream home with love.  #M3M #M3MIndia #UnionBudgetDay2023 #RealEstate #Gurugram"
2023-02-03 06:22:00+00:00,INDIAN ECONOMY PEOPLE LIVES
2023-02-03 06:32:00+00:00,"D-Street is delighted to announce the panelists for the panel discussion on the Union Budget 2023, which will take place on the second day of the Shri Ram Finance Summit.  1. Mr Anupam Raj, ICAS, Government of India's Finance Ministry"
2023-02-03 07:15:00+00:00,"Nobody is celebrating. Everyone is concerned about the impact on Indian economy, which is a fair concern."
2023-02-03 07:29:00+00:00,"Shri Kamlesh Varshney, IRS, Joint Secretary (TPL, @FinMinIndia ) giving his insights on General Provisions of Union Budget; Direct and Indirect Taxes.  #UnionBudget2023 #BudgetSession2023 #Budget2023"
